,Date,county Name,Distance,Time,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Avg Stride Length,Best Lap Time,Number of Laps,Moving Time,Elapsed Time,AQI,Category
954,12/14/18,Westchester,0.11,00:26.2,120,120,3:57,3:45,3.4,00:00.0,1,0:00:24,00:26.2,29,Good
740,4/24/19,Westchester,0.1,00:24.1,120,120,3:59,3:45,3.37,00:00.0,1,0:00:22,00:24.1,37,Good
776,4/15/19,Westchester,0.13,00:33.0,118,120,4:05,3:33,3.33,00:00.0,1,0:00:31,00:33.0,41,Good
221,3/24/21,Middlesex,0.07,00:15.7,120,120,4:02,3:43,3.32,00:15.7,1,00:15.7,00:15.7,,
882,2/15/19,Westchester,0.1,00:24.1,120,120,4:03,3:49,3.31,00:00.0,1,0:00:23,00:24.1,36,Good
953,12/14/18,Westchester,0.11,00:26.6,120,120,4:05,3:26,3.28,00:00.0,1,0:00:24,00:26.6,29,Good
955,12/14/18,Westchester,0.12,00:27.8,122,176,4:01,3:40,3.28,00:00.0,1,0:00:26,00:27.8,29,Good
746,4/23/19,Westchester,0.03,00:07.9,120,120,4:06,3:53,3.27,00:00.0,1,0:00:06,00:07.9,44,Good
95,6/19/21,Middlesex,0.07,00:15.7,126,178,3:55,3:41,3.26,00:15.7,1,00:15.7,00:15.7,,
742,4/24/19,Westchester,0.1,00:24.5,120,120,4:08,3:43,3.24,00:00.0,1,0:00:20,00:24.5,37,Good
872,2/19/19,Westchester,0.1,00:26.1,120,120,4:08,3:51,3.24,00:00.0,1,0:00:25,00:26.1,38,Good
761,4/20/19,Westchester,0.09,00:23.7,120,120,4:11,3:54,3.2,00:00.0,1,0:00:20,00:23.7,38,Good
741,4/24/19,Westchester,0.1,00:24.9,120,120,4:14,3:55,3.16,00:00.0,1,0:00:24,00:24.9,37,Good
873,2/19/19,Westchester,0.1,00:26.0,120,120,4:16,4:00,3.15,00:00.0,1,0:00:23,00:26.0,38,Good
903,1/27/19,Westchester,0.13,00:34.0,120,122,4:17,4:04,3.13,00:00.0,1,0:00:30,00:34.0,37,Good
905,1/27/19,Westchester,0.13,00:32.8,124,182,4:08,4:07,3.13,00:00.0,1,0:00:32,00:32.8,37,Good
904,1/27/19,Westchester,0.13,00:34.1,120,122,4:18,4:06,3.12,00:00.0,1,0:00:31,00:34.1,37,Good
902,1/27/19,Westchester,0.13,00:34.6,120,120,4:19,3:36,3.11,00:00.0,1,0:00:31,00:34.6,37,Good
973,12/5/18,Westchester,0.14,00:34.0,126,172,4:06,3:47,3.11,00:00.0,1,0:00:30,00:34.0,30,Good
822,3/28/19,Westchester,0.13,00:33.4,122,204,4:15,3:52,3.1,00:00.0,1,0:00:29,00:33.4,41,Good
745,4/23/19,Westchester,0.03,00:09.2,120,120,4:23,4:10,3.06,00:00.0,1,0:00:06,00:09.2,44,Good
900,1/27/19,Westchester,0.14,00:34.5,124,180,4:14,4:13,3.06,00:00.0,1,0:00:32,00:34.5,37,Good
877,2/18/19,Westchester,0.1,00:26.0,120,120,4:25,3:53,3.04,00:00.0,1,0:00:22,00:26.0,37,Good
763,4/20/19,Westchester,0.1,00:24.4,126,172,4:12,4:00,3.04,00:00.0,1,0:00:20,00:24.4,38,Good
876,2/18/19,Westchester,0.1,00:27.3,120,120,4:29,3:55,2.99,00:00.0,1,0:00:26,00:27.3,37,Good
901,1/27/19,Westchester,0.13,00:35.0,120,120,4:31,4:15,2.97,00:00.0,1,0:00:34,00:35.0,37,Good
898,1/27/19,Westchester,0.13,00:35.5,124,124,4:24,4:06,2.95,00:00.0,1,0:00:34,00:35.5,37,Good
601,1/12/20,Middlesex,0.05,00:12.8,120,120,4:34,4:04,2.94,00:00.0,1,0:00:12,00:12.8,33,Good
878,2/18/19,Westchester,0.1,00:25.7,124,170,4:25,3:42,2.94,00:00.0,1,0:00:24,00:25.7,37,Good
874,2/19/19,Westchester,0.1,00:25.8,126,174,4:25,3:54,2.89,00:00.0,1,0:00:25,00:25.8,38,Good
222,3/24/21,Middlesex,0.06,00:15.3,142,186,4:00,3:39,2.83,00:15.3,1,0:00:15,00:15.3,,
972,12/5/18,Westchester,0.13,00:36.3,126,192,4:36,4:23,2.78,00:00.0,1,0:00:32,00:36.3,30,Good
991,11/26/18,Westchester,0.07,00:20.6,124,192,4:41,4:11,2.77,00:00.0,1,0:00:19,00:20.6,33,Good
800,4/7/19,Westchester,0.1,00:25.0,140,222,4:09,3:50,2.77,00:00.0,1,0:00:21,00:25.0,50,Good
762,4/20/19,Westchester,0.09,00:26.7,120,120,4:53,4:39,2.75,00:00.0,1,0:00:23,00:26.7,38,Good
602,1/12/20,Middlesex,0.05,00:14.0,126,174,4:47,4:24,2.67,00:00.0,1,0:00:14,00:14.0,33,Good
710,5/14/19,Westchester,0.14,00:35.4,140,200,4:21,3:54,2.64,00:00.0,1,0:00:32,00:35.4,19,Good
802,4/7/19,Westchester,0.08,00:24.5,126,172,4:58,3:48,2.57,00:00.0,1,0:00:20,00:24.5,50,Good
883,2/15/19,Westchester,0.09,00:24.0,150,236,4:13,3:38,2.55,00:00.0,1,0:00:23,00:24.0,36,Good
801,4/7/19,Westchester,0.1,00:26.0,144,200,4:28,3:56,2.5,00:00.0,1,0:00:22,00:26.0,50,Good
743,4/24/19,Westchester,0.1,00:24.3,154,172,4:13,3:48,2.48,00:00.0,1,0:00:24,00:24.3,37,Good
824,3/28/19,Westchester,0.14,00:33.9,160,240,4:05,3:40,2.46,00:00.0,1,0:00:30,00:34.0,41,Good
220,3/24/21,Middlesex,0.06,00:15.9,162,224,4:09,3:55,2.39,00:15.9,1,00:15.9,00:15.9,,
777,4/15/19,Westchester,0.13,00:32.6,164,176,4:07,3:50,2.39,00:00.0,1,0:00:28,00:32.6,41,Good
899,1/27/19,Westchester,0.13,00:35.4,152,180,4:32,4:07,2.33,00:00.0,1,0:00:32,00:35.4,37,Good
714,5/14/19,Westchester,0.14,00:33.3,176,222,3:55,3:30,2.33,00:00.0,1,0:00:32,00:33.3,19,Good
1024,11/8/18,Westchester,0.19,00:53.0,152,200,4:36,4:05,2.31,00:00.0,1,0:00:50,00:53.0,20,Good
971,12/5/18,Westchester,0.13,00:36.3,154,192,4:33,3:59,2.29,00:00.0,1,0:00:34,00:36.3,30,Good
718,5/9/19,Westchester,0.08,00:19.5,182,218,4:01,3:30,2.2,00:00.0,1,0:00:19,00:19.5,38,Good
816,4/1/19,Westchester,0.2,00:55.2,160,208,4:38,4:16,2.17,00:00.0,1,0:00:54,00:55.2,41,Good
603,1/12/20,Middlesex,0.05,00:12.6,174,174,4:22,4:00,2.12,00:00.0,1,00:12.6,00:12.6,33,Good
487,10/3/20,Middlesex,0.12,00:29.8,184,184,4:09,3:45,2.11,00:29.8,1,0:00:29,00:29.8,36,Good
567,6/17/20,Westchester,1.11,07:06.7,120,136,6:26,2:55,2.09,00:38.2,2,07:06.2,09:12.6,38,Good
636,9/15/19,Middlesex,16.81,1:38:54,138,250,5:53,2:33,2.09,03:18.9,17,1:36:31,1:38:54,33,Good
979,12/3/18,Westchester,0.27,01:18.9,160,192,4:51,4:17,2.08,00:00.0,1,0:01:15,01:18.9,20,Good
825,3/28/19,Westchester,0.15,00:34.5,206,240,3:46,2:41,2.08,00:00.0,1,0:00:34,00:34.5,41,Good
1028,11/8/18,Westchester,0.34,01:36.0,168,192,4:41,3:59,2.04,00:00.0,1,0:01:32,01:36.0,20,Good
465,10/10/20,Middlesex,0.12,00:30.0,188,190,4:12,4:09,2.04,00:30.0,1,0:00:30,00:30.0,44,Good
568,6/17/20,Westchester,6.03,0:39:04,124,240,6:29,3:29,2.02,00:23.3,7,0:38:28,0:39:04,38,Good
506,9/26/20,Middlesex,0.12,00:30.4,182,182,4:24,3:57,2.01,00:30.4,1,0:00:30,00:30.4,48,Good
566,6/17/20,Westchester,2.69,0:18:10,120,150,6:45,4:42,2,05:09.8,3,0:18:09,0:18:10,38,Good
446,10/24/20,Middlesex,0.14,00:35.5,188,196,4:22,4:00,1.96,00:35.5,1,0:00:35,00:35.5,26,Good
327,12/5/20,Westchester,0.13,00:32.8,192,192,4:18,3:51,1.95,00:32.8,1,0:00:32,00:32.8,23,Good
274,1/2/21,Westchester,0.14,00:32.6,208,216,4:00,3:49,1.93,00:32.6,1,00:32.6,00:32.6,24,
817,4/1/19,Westchester,0.2,00:55.5,186,186,4:32,4:27,1.91,00:00.0,1,0:00:54,00:55.5,41,Good
823,3/28/19,Westchester,0.13,00:33.1,204,204,4:07,3:50,1.91,00:00.0,1,0:00:32,00:33.1,41,Good
933,12/31/18,Westchester,0.09,00:21.8,214,214,3:56,3:37,1.91,00:00.0,1,0:00:20,00:21.8,36,Good
771,4/15/19,Westchester,0.13,00:35.8,188,200,4:31,4:21,1.89,00:00.0,1,0:00:32,00:35.8,41,Good
713,5/14/19,Westchester,0.21,00:57.7,190,194,4:29,4:12,1.89,00:00.0,1,0:00:57,00:57.7,19,Good
730,5/2/19,Westchester,0.28,01:13.0,194,202,4:25,3:14,1.88,00:00.0,1,0:01:10,01:13.0,38,Good
374,11/21/20,Westchester,0.13,00:34.5,196,202,4:22,4:04,1.88,00:34.5,1,0:00:34,00:34.5,43,Good
302,12/12/20,Westchester,0.13,00:32.9,200,200,4:17,3:44,1.88,00:32.9,1,0:00:32,00:32.9,48,Good
818,4/1/19,Westchester,0.19,00:56.2,172,202,5:02,3:25,1.86,00:00.0,1,0:00:55,00:56.2,41,Good
998,11/26/18,Westchester,0.13,00:37.0,182,192,4:45,4:26,1.86,00:00.0,1,0:00:32,00:37.0,33,Good
853,3/13/19,Westchester,0.26,01:11.8,188,194,4:36,4:21,1.86,00:00.0,1,0:01:11,01:11.8,33,Good
775,4/15/19,Westchester,0.14,00:35.2,200,218,4:20,3:38,1.86,00:00.0,1,0:00:33,00:35.2,41,Good
996,11/26/18,Westchester,0.13,00:37.8,180,186,4:50,4:18,1.85,00:00.0,1,0:00:36,00:37.8,33,Good
819,4/1/19,Westchester,0.21,00:57.4,192,200,4:33,3:27,1.85,00:00.0,1,0:00:53,00:57.4,41,Good
427,10/31/20,Middlesex,0.15,00:40.4,194,198,4:30,4:09,1.85,00:40.4,1,0:00:40,00:40.4,36,Good
434,10/31/20,Middlesex,0.15,00:38.7,202,216,4:19,4:08,1.85,00:38.7,1,00:38.7,00:38.7,36,Good
934,12/31/18,Westchester,0.09,00:22.8,210,226,4:08,3:40,1.85,00:00.0,1,0:00:18,00:22.8,36,Good
995,11/26/18,Westchester,0.13,00:37.3,188,190,4:39,4:05,1.84,00:00.0,1,0:00:37,00:37.3,33,Good
772,4/15/19,Westchester,0.13,00:35.4,194,204,4:31,4:06,1.84,00:00.0,1,0:00:32,00:35.4,41,Good
350,11/28/20,Westchester,0.13,00:34.1,202,206,4:19,4:09,1.84,00:34.1,1,0:00:34,00:34.1,26,Good
774,4/15/19,Westchester,0.13,00:36.1,188,192,4:40,3:59,1.83,00:00.0,1,0:00:34,00:36.1,41,Good
456,10/20/20,Middlesex,0.27,01:13.1,196,202,4:29,4:12,1.83,01:13.1,1,01:13.1,01:13.1,30,Good
975,12/5/18,Westchester,0.08,00:33.6,124,172,7:07,5:25,1.82,00:00.0,1,0:00:30,00:33.6,30,Good
390,11/14/20,Middlesex,0.12,00:32.3,196,200,4:31,4:27,1.82,00:32.3,1,00:32.3,00:32.3,28,Good
527,9/15/20,Middlesex,0.12,00:33.5,196,200,4:31,4:14,1.82,00:33.5,1,00:33.5,00:33.5,24,Good
409,11/7/20,Middlesex,0.12,00:31.3,198,206,4:28,4:10,1.82,00:31.4,1,0:00:31,00:31.3,53,Moderate
794,4/8/19,Westchester,0.27,01:17.4,188,194,4:44,4:25,1.81,00:00.0,1,0:01:14,01:17.4,40,Good
231,3/17/21,Middlesex,0.15,00:41.8,196,202,4:32,4:02,1.81,00:41.8,1,00:41.8,00:41.8,,
380,11/21/20,Westchester,0.13,00:36.4,198,206,4:30,4:29,1.81,00:36.4,1,00:36.4,00:36.4,43,Good
336,12/5/20,Westchester,0.13,00:33.4,204,216,4:21,3:53,1.81,00:33.4,1,0:00:33,00:33.4,23,Good
1023,11/8/18,Westchester,0.18,00:53.7,184,190,4:51,4:40,1.8,00:00.0,1,0:00:51,00:53.7,20,Good
428,10/31/20,Middlesex,0.16,00:45.4,186,188,4:48,4:07,1.8,00:45.4,1,00:45.4,00:45.4,36,Good
795,4/8/19,Westchester,0.27,01:16.8,188,196,4:46,4:23,1.8,00:00.0,1,0:01:14,01:16.8,40,Good
433,10/31/20,Middlesex,0.15,00:43.6,188,198,4:45,4:41,1.8,00:43.6,1,00:43.6,00:43.6,36,Good
712,5/14/19,Westchester,0.27,01:17.0,190,200,4:42,4:04,1.8,00:00.0,1,0:01:15,01:17.0,19,Good
994,11/26/18,Westchester,0.06,00:15.6,190,192,4:42,4:22,1.8,00:00.0,1,0:00:14,00:15.6,33,Good
759,4/21/19,Westchester,0.26,01:13.3,192,202,4:40,3:40,1.8,00:00.0,1,0:01:10,01:13.3,42,Good
478,10/6/20,Middlesex,0.27,01:14.5,196,200,4:33,4:12,1.8,01:14.5,1,01:14.5,01:14.5,34,Good
453,10/24/20,Middlesex,0.13,00:35.3,202,206,4:25,4:19,1.8,00:35.3,1,00:35.3,00:35.3,26,Good
881,2/15/19,Westchester,0.1,00:25.1,206,214,4:20,3:54,1.8,00:00.0,1,0:00:22,00:25.1,36,Good
796,4/8/19,Westchester,0.27,01:16.1,190,196,4:44,4:31,1.79,00:00.0,1,0:01:12,01:16.1,40,Good
278,1/2/21,Westchester,0.13,00:35.3,200,202,4:30,4:18,1.79,00:35.3,1,0:00:35,00:35.3,24,
1021,11/8/18,Westchester,0.18,00:56.3,176,192,5:07,4:46,1.78,00:00.0,1,0:00:55,00:56.3,20,Good
754,4/21/19,Westchester,0.27,01:17.8,188,194,4:49,4:19,1.78,00:00.0,1,0:01:13,01:17.8,42,Good
411,11/7/20,Middlesex,0.12,00:33.8,190,194,4:46,4:40,1.78,00:33.8,1,00:33.8,00:33.8,53,Moderate
756,4/21/19,Westchester,0.27,01:17.0,190,194,4:46,4:19,1.78,00:00.0,1,0:01:15,01:17.0,42,Good
993,11/26/18,Westchester,0.07,00:20.6,190,192,4:45,4:28,1.78,00:00.0,1,0:00:17,00:20.6,33,Good
288,12/29/20,Westchester,0.26,01:14.8,192,196,4:42,4:30,1.78,01:14.8,1,01:14.8,01:14.8,32,Good
451,10/24/20,Middlesex,0.13,00:37.7,194,200,4:40,4:22,1.78,00:37.7,1,0:00:37,00:37.7,26,Good
375,11/21/20,Westchester,0.12,00:34.8,194,196,4:39,4:30,1.78,00:34.8,1,0:00:34,00:34.8,43,Good
719,5/9/19,Westchester,0.05,00:20.7,140,218,6:29,4:49,1.77,00:00.0,1,0:00:19,00:20.7,38,Good
353,11/28/20,Westchester,0.13,00:38.0,188,194,4:50,4:32,1.77,00:38.0,1,0:00:38,00:38.0,26,Good
449,10/24/20,Middlesex,0.13,00:38.5,188,196,4:50,4:29,1.77,00:38.6,1,0:00:38,00:38.5,26,Good
417,11/7/20,Middlesex,0.12,00:33.3,194,200,4:41,4:26,1.77,00:33.3,1,0:00:33,00:33.3,53,Moderate
450,10/24/20,Middlesex,0.13,00:37.9,194,198,4:41,4:36,1.77,00:37.9,1,00:37.9,00:37.9,26,Good
814,4/1/19,Westchester,0.2,00:56.7,196,214,4:39,4:07,1.77,00:00.0,1,0:00:53,00:56.7,41,Good
361,11/26/20,Westchester,0.27,01:13.8,196,200,4:38,4:25,1.77,01:13.8,1,01:13.8,01:13.8,27,Good
389,11/14/20,Middlesex,0.11,00:30.4,204,208,4:27,4:06,1.77,00:30.4,1,0:00:30,00:30.4,28,Good
770,4/15/19,Westchester,0.13,00:34.3,204,210,4:27,3:56,1.77,00:00.0,1,0:00:32,00:34.3,41,Good
381,11/21/20,Westchester,0.13,00:34.0,208,220,4:22,4:04,1.77,00:34.1,1,0:00:34,00:34.0,43,Good
974,12/5/18,Westchester,0.08,00:35.0,126,172,7:16,5:11,1.76,00:00.0,1,0:00:31,00:35.0,30,Good
412,11/7/20,Middlesex,0.12,00:33.9,192,194,4:46,4:37,1.76,00:33.9,1,00:33.9,00:33.9,53,Moderate
276,1/2/21,Westchester,0.13,00:37.6,192,194,4:45,4:37,1.76,00:37.6,1,00:37.6,00:37.6,24,
277,1/2/21,Westchester,0.13,00:37.0,194,202,4:43,4:24,1.76,00:37.0,1,0:00:37,00:37.0,24,
452,10/24/20,Middlesex,0.13,00:36.8,198,204,4:37,4:28,1.76,00:36.8,1,00:36.8,00:36.8,26,Good
373,11/21/20,Westchester,0.13,00:34.9,202,208,4:32,3:50,1.76,00:34.9,1,0:00:34,00:34.9,43,Good
773,4/15/19,Westchester,0.13,00:36.1,204,208,4:28,4:03,1.76,00:00.0,1,0:00:32,00:36.1,41,Good
797,4/8/19,Westchester,0.27,01:19.3,186,192,4:57,4:44,1.75,00:00.0,1,0:01:19,01:19.3,40,Good
798,4/8/19,Westchester,0.27,01:19.1,188,196,4:54,4:15,1.75,00:00.0,1,0:01:17,01:19.1,40,Good
709,5/14/19,Westchester,0.21,01:02.0,188,194,4:53,4:29,1.75,00:00.0,1,0:00:59,01:02.0,19,Good
755,4/21/19,Westchester,0.27,01:18.5,188,194,4:53,4:28,1.75,00:00.0,1,0:01:17,01:18.5,42,Good
328,12/5/20,Westchester,0.13,00:37.7,192,194,4:47,4:42,1.75,00:37.7,1,00:37.7,00:37.7,23,Good
329,12/5/20,Westchester,0.13,00:37.5,192,196,4:47,4:18,1.75,00:37.5,1,00:37.5,00:37.5,23,Good
757,4/21/19,Westchester,0.27,01:16.9,192,198,4:47,4:32,1.75,00:00.0,1,0:01:15,01:16.9,42,Good
352,11/28/20,Westchester,0.13,00:36.7,194,200,4:44,4:22,1.75,00:36.7,1,0:00:36,00:36.7,26,Good
275,1/2/21,Westchester,0.13,00:37.2,196,200,4:42,4:23,1.75,00:37.2,1,0:00:37,00:37.2,24,
448,10/24/20,Middlesex,0.13,00:40.5,184,188,5:02,5:06,1.74,00:40.5,1,00:40.5,00:40.5,26,Good
854,3/13/19,Westchester,0.25,01:15.6,184,192,5:02,4:46,1.74,00:00.0,1,0:01:13,01:15.6,33,Good
1026,11/8/18,Westchester,0.36,01:46.7,186,200,4:59,4:17,1.74,00:00.0,1,0:01:44,01:46.7,20,Good
280,1/2/21,Westchester,0.15,00:43.7,186,190,4:58,4:43,1.74,00:43.7,1,0:00:43,00:43.7,24,
260,1/23/21,Westchester,0.26,01:18.2,188,194,4:56,4:42,1.74,01:18.2,1,0:01:18,01:18.2,31,
419,11/4/20,Middlesex,0.27,01:19.7,188,192,4:54,4:23,1.74,01:19.7,1,01:19.7,01:19.7,25,Good
793,4/8/19,Westchester,0.27,01:16.8,192,200,4:48,4:22,1.74,00:00.0,1,0:01:13,01:16.8,40,Good
392,11/14/20,Middlesex,0.12,00:33.0,194,200,4:46,4:42,1.74,00:33.0,1,0:00:33,00:33.0,28,Good
379,11/21/20,Westchester,0.13,00:36.8,196,204,4:42,4:28,1.74,00:36.8,1,00:36.8,00:36.8,43,Good
394,11/14/20,Middlesex,0.12,00:33.2,196,200,4:42,4:38,1.74,00:33.2,1,0:00:33,00:33.2,28,Good
959,12/12/18,Westchester,0.27,01:20.7,186,192,5:00,4:31,1.73,00:00.0,1,0:01:18,01:20.7,43,Good
489,10/3/20,Middlesex,0.12,00:35.7,188,192,4:57,5:02,1.73,00:35.7,1,00:35.7,00:35.7,36,Good
413,11/7/20,Middlesex,0.12,00:34.4,190,192,4:54,4:45,1.73,00:34.4,1,0:00:34,00:34.4,53,Moderate
410,11/7/20,Middlesex,0.12,00:34.2,192,194,4:51,4:42,1.73,00:34.2,1,0:00:34,00:34.2,53,Moderate
490,10/3/20,Middlesex,0.12,00:34.5,192,194,4:50,4:28,1.73,00:34.5,1,00:34.5,00:34.5,36,Good
420,11/4/20,Middlesex,0.27,01:21.4,186,190,5:02,5:00,1.72,01:21.4,1,01:21.4,01:21.4,25,Good
421,11/4/20,Middlesex,0.27,01:21.8,186,190,5:02,4:56,1.72,01:21.8,1,01:21.8,01:21.8,25,Good
447,10/24/20,Middlesex,0.13,00:39.5,186,188,5:02,4:47,1.72,00:39.5,1,0:00:39,00:39.5,26,Good
282,1/2/21,Westchester,0.14,00:42.0,190,200,4:56,4:30,1.72,00:42.0,1,0:00:42,00:42.0,24,
358,11/28/20,Westchester,0.13,00:39.4,190,198,4:56,4:45,1.72,00:39.4,1,00:39.4,00:39.4,26,Good
393,11/14/20,Middlesex,0.11,00:32.7,196,200,4:47,4:32,1.72,00:32.7,1,0:00:32,00:32.7,28,Good
395,11/14/20,Middlesex,0.12,00:33.3,198,202,4:43,4:38,1.72,00:33.3,1,0:00:33,00:33.3,28,Good
936,12/31/18,Westchester,0.09,00:23.5,212,230,4:25,4:08,1.72,00:00.0,1,0:00:20,00:23.5,36,Good
432,10/31/20,Middlesex,0.15,00:45.5,186,190,5:04,4:47,1.71,00:45.5,1,0:00:45,00:45.5,36,Good
457,10/20/20,Middlesex,0.27,01:21.9,186,190,5:03,4:51,1.71,01:21.9,1,01:21.9,01:21.9,30,Good
931,1/2/19,Westchester,0.54,02:44.7,186,194,5:03,4:33,1.71,00:00.0,1,0:02:43,02:44.7,36,Good
332,12/5/20,Westchester,0.13,00:39.7,188,192,5:00,4:47,1.71,00:39.7,1,00:39.7,00:39.7,23,Good
246,2/24/21,Middlesex,0.13,00:40.2,190,200,4:58,3:48,1.71,00:40.2,1,0:00:40,00:40.2,,
356,11/28/20,Westchester,0.13,00:38.4,190,194,4:58,4:42,1.71,00:38.4,1,0:00:38,00:38.4,26,Good
330,12/5/20,Westchester,0.13,00:38.5,190,192,4:57,4:40,1.71,00:38.5,1,00:38.5,00:38.5,23,Good
335,12/5/20,Westchester,0.13,00:39.2,190,200,4:57,4:33,1.71,00:39.2,1,0:00:39,00:39.2,23,Good
488,10/3/20,Middlesex,0.12,00:35.0,190,192,4:57,4:45,1.71,00:35.0,1,0:00:35,00:35.0,36,Good
533,9/15/20,Middlesex,0.11,00:34.1,190,206,4:57,4:41,1.71,00:34.1,1,0:00:34,00:34.1,24,Good
813,4/1/19,Westchester,0.2,01:00.3,190,194,4:57,4:30,1.71,00:00.0,1,0:00:59,01:00.3,41,Good
1027,11/8/18,Westchester,0.2,01:01.6,184,190,5:08,4:33,1.7,00:00.0,1,0:01:00,01:01.6,20,Good
431,10/31/20,Middlesex,0.15,00:45.5,186,190,5:05,4:58,1.7,00:45.5,1,0:00:45,00:45.5,36,Good
414,11/7/20,Middlesex,0.12,00:35.5,188,190,5:02,4:56,1.7,00:35.5,1,0:00:35,00:35.5,53,Moderate
354,11/28/20,Westchester,0.13,00:38.3,190,192,4:59,4:41,1.7,00:38.3,1,0:00:38,00:38.3,26,Good
378,11/21/20,Westchester,0.13,00:38.6,190,198,4:59,4:14,1.7,00:38.6,1,0:00:38,00:38.6,43,Good
733,5/2/19,Westchester,0.27,01:20.0,190,196,4:59,4:33,1.7,00:00.0,1,0:01:16,01:20.0,38,Good
997,11/26/18,Westchester,0.13,00:38.1,192,202,4:57,4:17,1.7,00:00.0,1,0:00:33,00:38.1,33,Good
331,12/5/20,Westchester,0.13,00:38.3,192,194,4:55,4:48,1.7,00:38.3,1,0:00:38,00:38.3,23,Good
351,11/28/20,Westchester,0.13,00:37.2,194,194,4:53,4:39,1.7,00:37.2,1,0:00:37,00:37.2,26,Good
397,11/14/20,Middlesex,0.12,00:33.5,198,202,4:47,4:37,1.7,00:33.5,1,0:00:33,00:33.5,28,Good
1022,11/8/18,Westchester,0.19,00:53.9,198,206,4:47,4:09,1.7,00:00.0,1,0:00:53,00:53.9,20,Good
935,12/31/18,Westchester,0.1,00:23.9,228,230,4:09,3:36,1.7,00:00.0,1,0:00:20,00:23.9,36,Good
735,5/2/19,Westchester,0.26,01:19.9,186,196,5:08,4:32,1.69,00:00.0,1,0:01:19,01:19.9,38,Good
982,12/3/18,Westchester,0.26,01:21.2,186,192,5:08,4:47,1.69,00:00.0,1,0:01:20,01:21.2,20,Good
472,10/10/20,Middlesex,0.12,00:34.7,192,200,4:57,4:47,1.69,00:34.7,1,0:00:34,00:34.7,44,Good
391,11/14/20,Middlesex,0.11,00:33.7,194,196,4:54,4:46,1.69,00:33.6,1,0:00:33,00:33.7,28,Good
1025,11/8/18,Westchester,0.18,00:50.7,202,208,4:44,4:23,1.69,00:00.0,1,0:00:48,00:50.7,20,Good
1143,7/10/18,Westchester,1.05,05:44.7,174,192,5:29,4:35,1.68,00:00.0,2,0:05:44,05:44.7,105,Unhealthy for Sensitive Groups
923,1/7/19,Westchester,0.55,02:54.8,182,186,5:16,4:42,1.68,00:00.0,1,0:02:54,02:54.8,31,Good
429,10/31/20,Middlesex,0.15,00:46.1,184,190,5:12,4:48,1.68,00:46.1,1,0:00:46,00:46.1,36,Good
430,10/31/20,Middlesex,0.15,00:45.5,186,188,5:10,4:58,1.68,00:45.5,1,00:45.5,00:45.5,36,Good
279,1/2/21,Westchester,0.15,00:44.9,186,192,5:09,4:45,1.68,00:44.9,1,00:44.9,00:44.9,24,
363,11/26/20,Westchester,0.26,01:21.6,186,190,5:09,4:50,1.68,01:21.6,1,01:21.6,01:21.6,27,Good
466,10/10/20,Middlesex,0.12,00:37.3,186,190,5:09,5:06,1.68,00:37.3,1,00:37.3,00:37.3,44,Good
281,1/2/21,Westchester,0.14,00:44.4,188,190,5:06,4:54,1.68,00:44.4,1,0:00:44,00:44.4,24,
355,11/28/20,Westchester,0.13,00:38.9,190,192,5:02,4:47,1.68,00:38.9,1,00:38.9,00:38.9,26,Good
333,12/5/20,Westchester,0.13,00:38.3,192,194,4:59,4:42,1.68,00:38.3,1,0:00:38,00:38.3,23,Good
334,12/5/20,Westchester,0.13,00:38.5,192,194,4:59,4:46,1.68,00:38.5,1,0:00:38,00:38.5,23,Good
728,5/6/19,Westchester,0.55,02:56.2,182,202,5:18,4:11,1.67,00:00.0,1,0:02:53,02:56.2,39,Good
841,3/20/19,Westchester,0.32,01:39.9,186,214,5:11,3:14,1.67,00:00.0,1,0:01:35,01:39.9,44,Good
858,3/13/19,Westchester,0.24,01:13.8,186,196,5:11,3:48,1.67,00:00.0,1,0:01:09,01:13.8,33,Good
491,10/3/20,Middlesex,0.12,00:35.8,188,192,5:08,4:59,1.67,00:35.8,1,00:35.8,00:35.8,36,Good
306,12/12/20,Westchester,0.13,00:39.6,190,198,5:05,4:50,1.67,00:39.6,1,00:39.6,00:39.6,48,Good
303,12/12/20,Westchester,0.13,00:39.7,190,198,5:04,4:48,1.67,00:39.7,1,00:39.7,00:39.7,48,Good
357,11/28/20,Westchester,0.13,00:39.0,190,194,5:04,4:56,1.67,00:39.0,1,0:00:38,00:39.0,26,Good
564,8/11/20,Westchester,0.13,00:36.7,198,214,4:51,3:30,1.67,00:36.7,1,00:36.7,00:36.7,47,Good
415,11/7/20,Middlesex,0.12,00:35.6,188,202,5:09,4:58,1.66,00:35.5,1,0:00:35,00:35.6,53,Moderate
307,12/12/20,Westchester,0.13,00:40.0,190,198,5:06,4:59,1.66,00:39.1,1,00:40.0,00:40.0,48,Good
305,12/12/20,Westchester,0.13,00:39.5,190,196,5:05,4:57,1.66,00:39.5,1,00:39.5,00:39.5,48,Good
499,9/29/20,Middlesex,0.25,01:16.3,194,202,4:59,4:43,1.66,01:16.3,1,0:01:16,01:16.3,32,Good
555,8/13/20,Westchester,0.13,00:38.2,194,200,4:59,3:46,1.66,00:38.2,1,0:00:38,00:38.2,28,Good
758,4/21/19,Westchester,0.25,01:15.6,194,198,4:59,3:49,1.66,00:00.0,1,0:01:14,01:15.6,42,Good
